horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
8,フェアリーライズ,5,先行,先行,967.253,967.253,6,4.0,24.052,6.453,final_stretch_free,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.565,0.13,10.365,0.0,0.0092,0.0092,1.0,0.22,1.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.182,56.409,0.304,medium,63.955,63.955,0.8261
12,クリエープキー,7,先行,先行,961.416,961.416,7,6.0,29.889,6.453,final_stretch_free,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.565,0.13,4.669,0.0,0.0114,0.0114,1.0,0.09,1.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.182,46.569,0.304,medium,63.955,63.955,0.8261
7,ビーコング,5,先行,先行,957.174,957.174,8,4.22,34.13,6.453,final_stretch_free,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.565,0.13,5.184,0.0,0.0124,0.0124,1.0,-0.623,1.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.182,47.459,0.304,medium,63.955,63.955,0.8261
5,キープサインオン,4,先行,先行,956.324,956.324,9,3.22,34.98,6.453,final_stretch_free,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.565,0.13,2.602,0.0,0.0138,0.0138,1.0,-0.074,1.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.182,42.999,0.304,medium,63.955,63.955,0.8261
13,ゴキゲンサン,8,先行,先行,953.825,953.825,10,7.0,37.48,6.453,final_stretch_free,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.565,0.13,8.193,0.0,0.0123,0.0123,1.0,-0.56,1.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.182,52.657,0.304,medium,63.955,63.955,0.8261
14,ホワイトドラゴン,8,先行,先行,951.468,951.468,11,7.0,39.836,6.453,final_stretch_free,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.565,0.13,3.974,0.0,0.0072,0.0072,1.0,-0.042,1.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.182,45.369,0.304,medium,63.955,63.955,0.8261
2,エルサトアナ,2,先行,先行,946.361,946.361,12,1.0,44.944,6.453,final_stretch_free,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.565,0.13,0.063,0.0,0.0139,0.0139,1.0,0.579,1.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.182,38.612,0.304,medium,63.955,63.955,0.8261
1,ガットネロ,1,差し,差し,933.305,933.305,13,0.67,58.0,6.453,final_stretch_free,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.565,0.13,0.0,0.0,0.0,0.0,1.0,-0.57,1.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,47.568,0.304,medium,63.955,63.955,0.8261
11,ライツユーアップ,7,差し,差し,914.103,914.103,14,6.67,77.201,6.453,final_stretch_free,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.565,0.13,0.0,0.0,0.0,0.0,1.0,-0.07,1.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,53.069,0.304,medium,63.955,63.955,0.8261
3,サンドロナイト,3,逃げ,逃げ,995.318,995.318,1,2.22,0.0,6.002,final_stretch_free,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.574,0.147,13.895,0.0261,0.0,0.0261,1.0,-0.669,1.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.318,52.223,0.318,medium,64.214,64.214,0.8294
6,ヴィヴァクラウン,4,先行,先行,989.316,989.316,2,3.0,6.002,6.002,final_stretch_free,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.574,0.147,12.826,0.0,0.011,0.011,1.0,0.338,1.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.197,58.894,0.318,medium,64.214,64.214,0.8294
4,ウチュウノセカイ,3,先行,先行,979.216,979.216,3,2.0,16.101,6.002,final_stretch_free,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.574,0.147,3.126,0.0,0.0115,0.0115,1.0,0.142,1.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.197,43.473,0.318,medium,64.214,64.214,0.8294
10,シーグルロス,6,逃げ,逃げ,976.796,976.796,4,5.0,18.522,6.002,final_stretch_free,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.574,0.147,0.0,0.0406,0.0,0.0406,1.0,0.361,1.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.318,38.504,0.318,medium,64.214,64.214,0.8294
9,エクストラバック,6,先行,先行,973.347,973.347,5,5.22,21.971,6.002,final_stretch_free,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.574,0.147,7.337,0.0,0.0113,0.0113,1.0,-0.541,1.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.197,50.167,0.318,medium,64.214,64.214,0.8294
8,フェアリーライズ,5,先行,先行,971.589,971.589,6,4.0,23.729,6.002,final_stretch_free,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.574,0.147,11.263,0.0,0.0092,0.0092,1.0,0.22,1.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.197,56.409,0.318,medium,64.214,64.214,0.8294
12,クリエープキー,7,先行,先行,965.262,965.262,7,6.0,30.056,6.002,final_stretch_free,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.574,0.147,5.073,0.0,0.0114,0.0114,1.0,0.09,1.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.197,46.569,0.318,medium,64.214,64.214,0.8294
7,ビーコング,5,先行,先行,961.057,961.057,8,4.22,34.261,6.002,final_stretch_free,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.574,0.147,5.633,0.0,0.0124,0.0124,1.0,-0.623,1.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.197,47.459,0.318,medium,64.214,64.214,0.8294
5,キープサインオン,4,先行,先行,959.982,959.982,9,3.22,35.336,6.002,final_stretch_free,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.574,0.147,2.827,0.0,0.0138,0.0138,1.0,-0.074,1.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.197,42.999,0.318,medium,64.214,64.214,0.8294
13,ゴキゲンサン,8,先行,先行,957.952,957.952,10,7.0,37.366,6.002,final_stretch_free,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.574,0.147,8.903,0.0,0.0123,0.0123,1.0,-0.56,1.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.197,52.657,0.318,medium,64.214,64.214,0.8294
14,ホワイトドラゴン,8,先行,先行,955.242,955.242,11,7.0,40.076,6.002,final_stretch_free,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.574,0.147,4.318,0.0,0.0072,0.0072,1.0,-0.042,1.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.197,45.369,0.318,medium,64.214,64.214,0.8294
2,エルサトアナ,2,先行,先行,949.795,949.795,12,1.0,45.522,6.002,final_stretch_free,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.574,0.147,0.068,0.0,0.0139,0.0139,1.0,0.579,1.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.197,38.612,0.318,medium,64.214,64.214,0.8294
1,ガットネロ,1,差し,差し,936.731,936.731,13,0.67,58.587,6.002,final_stretch_free,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.574,0.147,0.0,0.0,0.0,0.0,1.0,-0.57,1.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,47.568,0.318,medium,64.214,64.214,0.8294
11,ライツユーアップ,7,差し,差し,917.524,917.524,14,6.67,77.794,6.002,final_stretch_free,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.574,0.147,0.0,0.0,0.0,0.0,1.0,-0.07,1.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,53.069,0.318,medium,64.214,64.214,0.8294
3,サンドロナイト,3,逃げ,逃げ,999.331,999.331,1,2.22,0.0,5.551,final_stretch_free,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.582,0.164,14.48,0.0261,0.0,0.0261,1.0,-0.669,1.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.331,52.223,0.331,medium,64.473,64.473,0.8328
6,ヴィヴァクラウン,4,先行,先行,993.78,993.78,2,3.0,5.551,5.551,final_stretch_free,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.582,0.164,13.849,0.0,0.011,0.011,1.0,0.338,1.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.213,58.894,0.331,medium,64.473,64.473,0.8328
4,ウチュウノセカイ,3,先行,先行,982.899,982.899,3,2.0,16.432,5.551,final_stretch_free,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.582,0.164,3.375,0.0,0.0115,0.0115,1.0,0.142,1.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.213,43.473,0.331,medium,64.473,64.473,0.8328
10,シーグルロス,6,逃げ,逃げ,980.235,980.235,4,5.0,19.096,5.551,final_stretch_free,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.582,0.164,0.0,0.0406,0.0,0.0406,1.0,0.361,1.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.331,38.504,0.331,medium,64.473,64.473,0.8328
9,エクストラバック,6,先行,先行,977.362,977.362,5,5.22,21.969,5.551,final_stretch_free,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.582,0.164,7.922,0.0,0.0113,0.0113,1.0,-0.541,1.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.213,50.167,0.331,medium,64.473,64.473,0.8328
8,フェアリーライズ,5,先行,先行,975.925,975.925,6,4.0,23.406,5.551,final_stretch_free,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.582,0.164,12.161,0.0,0.0092,0.0092,1.0,0.22,1.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.213,56.409,0.331,medium,64.473,64.473,0.8328
12,クリエープキー,7,先行,先行,969.108,969.108,7,6.0,30.223,5.551,final_stretch_free,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.582,0.164,5.478,0.0,0.0114,0.0114,1.0,0.09,1.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.213,46.569,0.331,medium,64.473,64.473,0.8328
7,ビーコング,5,先行,先行,964.939,964.939,8,4.22,34.392,5.551,final_stretch_free,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.582,0.164,6.082,0.0,0.0124,0.0124,1.0,-0.623,1.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.213,47.459,0.331,medium,64.473,64.473,0.8328
5,キープサインオン,4,先行,先行,963.64,963.64,9,3.22,35.691,5.551,final_stretch_free,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.582,0.164,3.053,0.0,0.0138,0.0138,1.0,-0.074,1.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.213,42.999,0.331,medium,64.473,64.473,0.8328
13,ゴキゲンサン,8,先行,先行,962.079,962.079,10,7.0,37.252,5.551,final_stretch_free,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.582,0.164,9.613,0.0,0.0123,0.0123,1.0,-0.56,1.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.213,52.657,0.331,medium,64.473,64.473,0.8328
14,ホワイトドラゴン,8,先行,先行,959.016,959.016,11,7.0,40.315,5.551,final_stretch_free,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.582,0.164,4.663,0.0,0.0072,0.0072,1.0,-0.042,1.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.213,45.369,0.331,medium,64.473,64.473,0.8328
2,エルサトアナ,2,先行,先行,953.23,953.23,12,1.0,46.101,5.551,final_stretch_free,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.582,0.164,0.073,0.0,0.0139,0.0139,1.0,0.579,1.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.213,38.612,0.331,medium,64.473,64.473,0.8328
1,ガットネロ,1,差し,差し,940.158,940.158,13,0.67,59.174,5.551,final_stretch_free,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.582,0.164,0.0,0.0,0.0,0.0,1.0,-0.57,1.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,47.568,0.331,medium,64.473,64.473,0.8328
11,ライツユーアップ,7,差し,差し,920.945,920.945,14,6.67,78.386,5.551,final_stretch_free,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.582,0.164,0.0,0.0,0.0,0.0,1.0,-0.07,1.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,53.069,0.331,medium,64.473,64.473,0.8328
3,サンドロナイト,3,逃げ,逃げ,1003.344,1003.344,1,2.22,0.0,5.1,final_stretch_free,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.59,0.181,15.065,0.0261,0.0,0.0261,1.0,-0.669,1.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.344,52.223,0.344,medium,64.732,64.732,0.8361
6,ヴィヴァクラウン,4,先行,先行,998.245,998.245,2,3.0,5.1,5.1,final_stretch_free,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.59,0.181,14.872,0.0,0.011,0.011,1.0,0.338,1.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.229,58.894,0.344,medium,64.732,64.732,0.8361
4,ウチュウノセカイ,3,先行,先行,986.582,986.582,3,2.0,16.762,5.1,final_stretch_free,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.59,0.181,3.625,0.0,0.0115,0.0115,1.0,0.142,1.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.229,43.473,0.344,medium,64.732,64.732,0.8361
10,シーグルロス,6,逃げ,逃げ,983.674,983.674,4,5.0,19.671,5.1,final_stretch_free,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.59,0.181,0.0,0.0406,0.0,0.0406,1.0,0.361,1.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.344,38.504,0.344,medium,64.732,64.732,0.8361
9,エクストラバック,6,先行,先行,981.378,981.378,5,5.22,21.966,5.1,final_stretch_free,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.59,0.181,8.507,0.0,0.0113,0.0113,1.0,-0.541,1.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.229,50.167,0.344,medium,64.732,64.732,0.8361
8,フェアリーライズ,5,先行,先行,980.261,980.261,6,4.0,23.083,5.1,final_stretch_free,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.59,0.181,13.06,0.0,0.0092,0.0092,1.0,0.22,1.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.229,56.409,0.344,medium,64.732,64.732,0.8361
12,クリエープキー,7,先行,先行,972.954,972.954,7,6.0,30.391,5.1,final_stretch_free,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.59,0.181,5.883,0.0,0.0114,0.0114,1.0,0.09,1.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.229,46.569,0.344,medium,64.732,64.732,0.8361
7,ビーコング,5,先行,先行,968.821,968.821,8,4.22,34.523,5.1,final_stretch_free,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.59,0.181,6.532,0.0,0.0124,0.0124,1.0,-0.623,1.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.229,47.459,0.344,medium,64.732,64.732,0.8361
5,キープサインオン,4,先行,先行,967.298,967.298,9,3.22,36.047,5.1,final_stretch_free,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.59,0.181,3.278,0.0,0.0138,0.0138,1.0,-0.074,1.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.229,42.999,0.344,medium,64.732,64.732,0.8361
13,ゴキゲンサン,8,先行,先行,966.207,966.207,10,7.0,37.138,5.1,final_stretch_free,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.59,0.181,10.323,0.0,0.0123,0.0123,1.0,-0.56,1.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.229,52.657,0.344,medium,64.732,64.732,0.8361
14,ホワイトドラゴン,8,先行,先行,962.79,962.79,11,7.0,40.555,5.1,final_stretch_free,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.59,0.181,5.007,0.0,0.0072,0.0072,1.0,-0.042,1.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.229,45.369,0.344,medium,64.732,64.732,0.8361
